name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,Manufacturer,CountDeveloper,CountPublisher
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1060000,260000,530000,130000,7.5,53,7.8,162,h.a.n.d. Inc.,E10+,Nintendo,2,89
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1260000,180000,350000,60000,7.6,37,7.9,84,Jupiter Corporation,E,Nintendo,6,89
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,230000,20000,1490000,20000,7.5,30,7.4,27,TOSE,E10+,Nintendo,13,89
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,300000,20000,1270000,30000,8,44,7.9,50,ArtePiazza,E10+,Nintendo,4,89
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,170000,20000,1360000,20000,8.4,46,8.5,57,ArtePiazza,E10+,Nintendo,4,89
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,90000,70000,1240000,20000,7.7,33,7.3,15,TOSE,E,Nintendo,13,89
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,330000,410000,540000,100000,8.1,44,6.1,60,"Square Enix, Think and Feel",E10+,Nintendo,1,89
Chrono Trigger,DS,2008,Role-Playing,Square Enix,610000,160000,490000,80000,9.2,57,8.9,440,TOSE,E10+,Nintendo,13,89
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,430000,360000,320000,160000,8.5,50,8.5,332,Virtuos,T,Sony,2,89
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,450000,240000,300000,160000,8.8,41,8,238,TOSE,T,Nintendo,13,89
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,310000,200000,450000,110000,6.6,62,5.9,552,Square Enix,T,Sony,31,89
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,530000,90000,270000,50000,6.6,58,7,76,"Square Enix, h.a.n.d. Inc.",E10+,Nintendo,1,89
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,350000,270000,90000,90000,6.48,NA,6.3,NA,Square Enix,T,Sony,31,89
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,160000,240000,280000,120000,8.6,14,8.5,223,Virtuos,T,Sony,2,89
Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,320000,200000,210000,60000,7.2,56,7.2,150,"Square Enix, Tri-Ace",T,Microsoft,2,89
The World Ends With You,DS,2007,Role-Playing,Square Enix,490000,40000,210000,40000,8.8,59,8.9,283,Jupiter Corporation,T,Nintendo,6,89
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,380000,30000,300000,40000,8,47,6.9,106,Square Enix,E10+,Nintendo,31,89
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,360000,290000,20000,60000,7.9,50,6.3,268,Square Enix,T,Microsoft,31,89
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,280000,150000,220000,70000,7.4,45,6.7,155,"Square Enix, Tri-Ace",T,Sony,2,89
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Weii,2007,Role-Playing,Square Enix,180000,10000,500000,20000,6.5,43,5.9,21,"Eighting, Genius Sonority Inc.",T,Nintendo,1,89
Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,340000,180000,120000,60000,6.8,60,7,158,Tri-Ace,T,Microsoft,7,89
The Last Remnant,X360,2008,Role-Playing,Square Enix,250000,200000,180000,60000,6.6,49,6.9,122,Square Enix,M,Microsoft,31,89
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,220000,10000,420000,20000,7.7,41,7.2,25,Square Enix,E10+,Nintendo,31,89
Radiata Stories,PS2,2005,Role-Playing,Square Enix,180000,140000,290000,50000,7.4,36,9,54,Tri-Ace,T,Sony,7,89
Drakengard,PS2,2003,Role-Playing,Square Enix,190000,150000,260000,50000,6.3,55,9.1,88,Cavia Inc.,M,Sony,4,89
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,200000,130000,220000,90000,7.4,32,7.4,28,TOSE,T,Nintendo,13,89
NieR,PS3,2010,Role-Playing,Square Enix,170000,180000,200000,70000,6.8,58,8.4,263,Cavia Inc.,M,Sony,4,89
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,390000,20000,130000,40000,6.7,34,7.7,47,TOSE,E10+,Nintendo,13,89
Romancing SaGa,PS2,2005,Role-Playing,Square Enix,60000,40000,470000,10000,5.8,23,8,35,Square Enix,E10+,Sony,31,89
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,220000,100000,230000,30000,7.1,49,7.1,38,Matrix Software,E10+,Nintendo,5,89
Odin Sphere,PS2,2007,Role-Playing,Square Enix,230000,180000,90000,60000,8.3,49,8.6,59,Vanilla Ware,T,Sony,1,89
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,150000,120000,260000,40000,5.6,35,8.1,38,Racjin,T,Sony,5,89
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,130000,90000,270000,60000,7.7,41,7.5,80,Bullets,E10+,Nintendo,2,89
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,160000,70000,280000,20000,6.9,57,7,87,Racjin,E10+,Nintendo,5,89
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,150000,70000,270000,50000,8.7,49,8.8,102,Square Enix,T,Nintendo,31,89
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,180000,240000,20000,80000,6.8,45,6.6,425,"City Interactive, Deck 13",M,Sony,3,89
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,330000,30000,110000,40000,7.8,51,7.5,150,Nippon Ichi Software,T,Sony,18,89
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,130000,70000,270000,50000,7.1,56,6.1,113,HexaDrive,M,Nintendo,1,89
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,360000,20000,70000,40000,6.3,31,7.1,24,TOSE,T,Nintendo,13,89
Grandia III,PS2,2005,Role-Playing,Square Enix,120000,100000,240000,30000,7.7,38,8.3,53,Game Arts,T,Sony,3,89
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,40000,30000,390000,10000,8.4,45,9,59,Tri-Ace,T,Sony,7,89
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,120000,60000,270000,20000,7.5,37,7.3,21,Square Enix,E10+,Nintendo,31,89
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,70000,50000,290000,20000,5.7,27,6.8,11,Square Enix,T,Sony,31,89
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,220000,20000,160000,20000,7.4,35,6.8,12,Tri-Ace,T,Nintendo,7,89
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,170000,130000,30000,50000,7.1,52,6.3,86,Obsidian Entertainment,T,Sony,15,89
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,210000,120000,10000,30000,7.2,55,5.9,102,Obsidian Entertainment,T,Microsoft,15,89
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix,170000,10000,160000,20000,8,39,8.4,57,TOSE,T,Nintendo,13,89
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,140000,10000,160000,20000,7.5,37,7.1,26,TOSE,T,Nintendo,13,89
World of Final Fantasy,PS4,2016,Role-Playing,Square Enix,80000,140000,80000,40000,7.7,74,8.3,222,Square Enix,E10+,Sony,31,89
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,70000,40000,170000,30000,5.3,45,5.5,21,Access Games,M,Nintendo,2,89
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,80000,150000,60000,30000,4.9,30,4.8,13,Arika,E,Nintendo,1,89
NieR,X360,2010,Role-Playing,Square Enix,130000,100000,40000,20000,6.7,60,8.3,126,Cavia Inc.,M,Microsoft,4,89
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,150000,80000,10000,20000,6.9,21,6.6,222,Square Enix,T,Microsoft,31,89
Final Fantasy Crystal Chronicles: Echoes of Time,Weii,2009,Role-Playing,Square Enix,130000,60000,50000,20000,6.4,29,5.6,11,Square Enix,E10+,Nintendo,31,89
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,60000,50000,100000,20000,8.7,4,7.1,13,Square Enix,T,Sony,31,89
World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,40000,60000,80000,30000,7.7,5,8.6,46,Square Enix,E10+,Sony,31,89
Disgaea DS,DS,2008,Role-Playing,Square Enix,110000,10000,50000,10000,8.2,32,7.5,35,Nippon Ichi Software,T,Nintendo,18,89
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,30000,30000,10000,10000,6.48,NA,6.3,NA,Square Enix,T,Sony,31,89
Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1880000,0,2330000,1740000,9.2,64,7.6,972,Square Enix,T,Sony,31,89
Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,Square Enix,0,0,860000,0,6.48,NA,6.3,NA,Cygames,T,Nintendo,1,89
Fossil Fighters: Champions,DS,2010,Role-Playing,Ninti,310000,0,340000,20000,6.8,8,7.1,11,"RED Entertainment, Artdink",E,Nintendo,1,81
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,280000,0,270000,30000,8.3,48,8.3,251,Atlus,M,Nintendo,9,17
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0,0,570000,0,7.8,22,8.4,109,Namco,T,Sony,10,61
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,170000,0,330000,20000,6.9,27,8.2,21,ChunSoft,E,Nintendo,4,35
Master of Illusion,DS,2006,Puzzle,Ninti,160000,0,260000,10000,6.9,20,6.3,NA,Tenyo,E,Nintendo,1,81
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher,280000,0,30000,20000,8.2,41,8.7,32,1st Playable Productions,E10+,Nintendo,2,12
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,210000,0,100000,20000,8.7,45,8.2,74,Level 5,T,Nintendo,14,23
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,120000,0,190000,10000,7.7,23,8,21,Atlus,E10+,Nintendo,9,17
Drakengard 3,PS3,2013,Role-Playing,Square Enix,100000,0,190000,20000,6.1,33,7.7,237,Access Games,M,Sony,2,89
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,260000,0,20000,20000,6.3,4,5.8,5,Square Enix,T,Microsoft,31,89
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0,0,300000,0,6.7,28,7.6,131,Bandai Namco Games,T,Sony,13,61
Radiant Historia,DS,2010,Role-Playing,Atlus,190000,0,90000,10000,8.5,30,9,81,Atlus,E10+,Nintendo,9,17
Glory of Heracles,DS,2008,Role-Playing,Ninti,190000,0,80000,10000,6.9,23,7.3,18,Paon Corporation,E10+,Nintendo,1,81
Feel the Magic XY/XX,DS,2004,Puzzle,Sega,170000,0,100000,20000,7.5,55,8.1,18,Sonic Team,T,Nintendo,9,35
Final Fantasy VI Advance,GBA,2006,Role-Playing,Ninti,0,0,280000,10000,9.2,25,8.4,190,TOSE,E10+,Nintendo,13,81
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,130000,0,140000,10000,8,26,8.7,69,Atlus,M,Nintendo,9,17
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,160000,0,100000,10000,7.1,41,7.1,7,Namco,E,Nintendo,10,61
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,130000,0,120000,10000,8.4,28,8.8,79,Atlus,T,Nintendo,9,17
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,90000,0,160000,10000,8.2,17,8.9,24,Atlus,E10+,Nintendo,9,17
Final Fantasy V Advance,GBA,2006,Role-Playing,Ninti,0,0,260000,10000,8.3,25,7.2,75,TOSE,E,Nintendo,13,81
Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,150000,0,70000,10000,5.3,29,6.3,15,K2 LLC,E10+,Nintendo,1,34
Luminous Arc,DS,2007,Role-Playing,Rising Star Games,160000,0,60000,10000,7,25,7,24,"Image Epoch, Imageepoch",T,Nintendo,9,34
Avalon Code,DS,2008,Role-Playing,Rising Star Games,110000,0,120000,10000,7.1,29,7.4,13,"Matrix Software, Marvelous Entertainment",E10+,Nintendo,1,34
Sands of Destruction,DS,2008,Role-Playing,Sega,90000,0,130000,10000,6.3,20,7.9,18,"Image Epoch, Imageepoch",T,Nintendo,9,35
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,230000,0,6.48,NA,6.3,NA,Bandai Namco Games,T,Sony,13,61
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,140000,0,70000,20000,5.5,12,7.9,44,Neverland,E10+,Sony,10,7
Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,90000,0,120000,10000,5,13,5.4,13,K2,E10+,Nintendo,2,34
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,80000,0,130000,10000,7.8,30,8,47,ITL,T,Nintendo,1,17
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,20000,0,190000,0,6.8,12,7.6,16,Ganbarion,T,Nintendo,2,61
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,90000,0,100000,20000,7.4,37,8.1,61,Nippon Ichi Software,T,Sony,18,46
Final Fantasy Fables: Chocobo's Dungeon,Weii,2007,Role-Playing,Square Enix,90000,0,110000,10000,7.6,34,8,20,h.a.n.d. Inc.,E10+,Nintendo,2,89
Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,200000,0,8.9,21,9.1,33,Sonic Team,T,Sega,9,35
Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,200000,0,9,17,8.8,57,Game Arts,T,Sega,3,50
Rune Factory: Tides of Destiny,Weii,2011,Role-Playing,Marvelous Interactive,130000,0,60000,10000,6.48,NA,7,11,Neverland,E10+,Nintendo,10,7
Shiren the Wanderer,Weii,2008,Role-Playing,Sega,80000,0,110000,10000,7.1,21,7.6,5,ChunSoft,T,Nintendo,4,35
Arc Rise Fantasia,Weii,2009,Role-Playing,Marvelous Interactive,120000,0,60000,10000,6.4,26,7.8,43,"Image Epoch, Imageepoch",T,Nintendo,9,7
Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0,0,190000,0,6.8,18,8.5,23,Sonic Team,T,Sony,9,35
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,160000,0,20000,10000,7.2,36,7.6,19,Matrix Software,E10+,Nintendo,5,23
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0,0,190000,0,8,10,8.9,18,Sonic Team,T,Sega,9,35
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0,0,170000,0,6.48,NA,8.8,92,Media Vision,T,Sony,8,61
7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,40000,0,120000,0,7.7,26,8.2,38,Sega,T,Nintendo,4,35
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,120000,0,30000,10000,7.5,33,8.7,49,"Omiya Soft, Jamsworks",T,Microsoft,1,61
Mr. Driller 2,GBA,2001,Puzzle,Namco Bandai Games,0,0,150000,0,6.2,16,6.3,NA,Namco,E,Nintendo,10,61
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,110000,0,30000,10000,8,8,8,13,Neverland,E10+,Nintendo,10,89
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,130000,0,10000,10000,6.48,NA,6.3,NA,Square Enix,T,Microsoft,31,89
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,0,0,150000,0,7.8,26,8,84,Alfa System,T,Sony,4,23
Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0,0,150000,0,7.4,7,8.3,6,Felistella,T,Nintendo,1,61
Black * Rock Shooter: The Game,PSP,2011,Role-Playing,Unknown,0,0,150000,0,6.6,19,7.2,39,"Image Epoch, Imageepoch",T,Nintendo,9,12
Hexyz Force,PSP,2009,Role-Playing,Atlus,70000,0,60000,10000,6.8,13,7.3,21,Sting,T,Nintendo,7,17
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,30000,0,110000,0,6.3,25,6.9,11,Microvision,E10+,Nintendo,3,61
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Ninti,80000,0,50000,10000,7,35,8.9,9,Namco,E,Nintendo,10,81
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,70000,0,60000,10000,6.4,22,6.6,19,Media Vision,E10+,Nintendo,8,20
Monster Rancher DS,DS,2008,Role-Playing,Tecmo Koei,80000,0,50000,10000,5.8,4,6.3,NA,Cing,E,Nintendo,1,23
Phantom Brave: We Meet Again,Weii,2009,Role-Playing,Nippon Ichi Software,120000,0,10000,10000,7.6,12,7.1,15,Nippon Ichi Software,T,Nintendo,18,46
Lost Magic,DS,2006,Role-Playing,Ubisoft,90000,0,20000,10000,6.8,44,8.2,32,Taito Corporation,E,Nintendo,13,50
ASH: Archaic Sealed Heat,DS,2007,Role-Playing,Ninti,0,0,120000,0,6.48,NA,6.3,NA,Mistwalker,E10+,Nintendo,2,81
Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0,0,110000,0,6.48,NA,8.9,15,Matrix Software,T,Nintendo,5,89
A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,80000,0,30000,10000,5,17,6.2,9,"Nippon Ichi Software, Hit Maker",E10+,Nintendo,1,46
Exit DS,DS,2008,Puzzle,Square Enix,90000,0,10000,10000,6.4,25,6.7,6,Moss,E,Nintendo,1,89
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,60000,0,30000,10000,4.1,19,5.3,37,Gust,E10+,Nintendo,12,46
Contact,DS,2006,Role-Playing,Rising Star Games,70000,0,30000,10000,7.3,36,8.2,35,Grasshopper Manufacture,E10+,Nintendo,2,34
Opoona,Weii,2007,Role-Playing,Tecmo Koei,80000,0,10000,10000,6.5,33,7.7,14,ArtePiazza,E10+,Nintendo,4,23
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,60000,0,30000,0,6.3,27,6.6,10,Tri-Crescendo,E10+,Nintendo,4,61
Shining Force EXA,PS2,2007,Role-Playing,Sega,0,0,100000,0,6.4,24,7.3,17,Neverland,E10+,Sony,10,35
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,20000,0,60000,10000,6.6,25,7.3,24,Experience Inc.,M,Sony,3,46
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0,0,100000,0,7.1,30,7.7,43,Gust,T,Sony,12,20
Skies of Arcadia,DC,2000,Role-Playing,Sega,0,0,90000,0,9.3,21,9.4,98,Overworks,T,Sega,2,35
Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,70000,0,20000,10000,6.8,11,7.7,17,Sting,T,Nintendo,7,20
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,60000,0,30000,10000,6.5,16,7.3,11,Nippon Ichi Software,T,Nintendo,18,46
Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,60000,0,20000,10000,7.5,10,7.7,7,Sting,T,Nintendo,7,17
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,30000,0,30000,10000,7.8,33,8.1,63,Spike Chunsoft,T,Sony,3,46
Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,70000,0,4.9,6,6.5,13,Epics,E,Nintendo,1,61
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,20000,0,50000,0,5.6,30,6,7,Hit Maker,E10+,Nintendo,3,23
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,60000,0,7.4,27,7.8,66,Nippon Ichi Software,T,Sony,18,46
Marrison vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Ninti,0,0,60000,0,7,15,7.5,48,"Ninti, Ninti Software Technology",E,Nintendo,3,81
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0,0,60000,0,6.48,NA,8,14,Gust,T,Sony,12,23
Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,40000,0,10000,0,6.48,NA,7.8,17,"Neverland, Idea Factory",T,Nintendo,3,7
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,40000,0,6.48,NA,6.3,NA,K2,E10+,Nintendo,2,7
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,40000,0,7.2,14,8.1,25,Bandai Namco Games,T,Sony,13,61
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0,0,40000,0,6.8,13,6.3,15,System Prisma,T,Sony,1,46
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,40000,0,6.6,25,6.8,6,Gaia (Sony),T,Nintendo,1,23
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0,0,30000,0,6.48,NA,6.3,NA,Gust,T,Sony,12,23
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0,0,30000,0,6.5,17,7.3,44,Zerodiv,T,Sony,1,34
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,20000,0,6.5,20,7.3,23,Nippon Ichi Software,T,Sony,18,46
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,20000,0,6.9,22,7.9,25,ApolloSoft,T,Sony,1,46
Marrison vs. Donkey Kong: Tipping Stars,WeiiU,2015,Puzzle,Ninti,0,0,10000,0,7,26,7.4,72,"Ninti, Ninti Software Technology",E,Nintendo,3,81
Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,10000,0,5.5,13,7.9,11,Barnhouse Effect,T,Nintendo,1,20
